[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/ThemeSection.tsx → 200 (58ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/MechanicsSection.tsx → 200 (58ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/StoryToolsSection.tsx → 200 (59ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/BrandGuidanceSection.tsx → 200 (60ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/TemplateSection.tsx → 200 (59ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/SettingsHistorySection.tsx → 200 (61ms, ?B)
[2026-03-17T17:55:10.084Z] GET http://localhost:5173/src/components/settings/APIKeySection.tsx → 200 (59ms, ?B)
[2026-03-17T17:55:10.086Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/clsx.js?v=ac0becae → 200 (1ms, 1485B)
[2026-03-17T17:55:10.087Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/tailwind-merge.js?v=ac0becae → 200 (?ms, 99405B)
[2026-03-17T17:55:10.087Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-U7P2NEEE.js?v=ac0becae → 200 (?ms, 626B)
[2026-03-17T17:55:10.092Z] GET http://localhost:5173/src/components/ui/card.tsx → 200 (53ms, ?B)
[2026-03-17T17:55:10.093Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/zustand.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.099Z] GET http://localhost:5173/src/components/ui/label.tsx → 200 (45ms, ?B)
[2026-03-17T17:55:10.099Z] GET http://localhost:5173/src/components/ui/textarea.tsx → 200 (45ms, ?B)
[2026-03-17T17:55:10.099Z] GET http://localhost:5173/src/components/ui/switch.tsx → 200 (51ms, ?B)
[2026-03-17T17:55:10.099Z] GET http://localhost:5173/src/components/ui/select.tsx → 200 (48ms, ?B)
[2026-03-17T17:55:10.104Z] GET http://localhost:5173/src/components/wizard/SlideEditor.tsx → 200 (42ms, ?B)
[2026-03-17T17:55:10.104Z] GET http://localhost:5173/src/components/wizard/InteractiveSlideCanvas.tsx → 200 (44ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/src/components/wizard/SlideZoneOverrides.tsx → 200 (43ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/src/components/wizard/SlidePresetManager.tsx → 200 (41ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/src/components/ui/tabs.tsx → 200 (41ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/src/components/ui/slider.tsx → 200 (42ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@dnd-kit_core.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.105Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@dnd-kit_sortable.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.106Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@dnd-kit_utilities.js?v=ac0becae → 200 (1ms, ?B)
[2026-03-17T17:55:10.107Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-JULK5JDF.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.107Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-6WS5F5ZA.js?v=ac0becae → 200 (1ms, ?B)
[2026-03-17T17:55:10.109Z] GET http://localhost:5173/src/lib/buildSlideHTML.ts → 200 (40ms, ?B)
[2026-03-17T17:55:10.120Z] GET http://localhost:5173/src/components/ui/badge.tsx → 200 (29ms, ?B)
[2026-03-17T17:55:10.140Z] GET http://localhost:5173/src/components/settings/EditableList.tsx → 200 (9ms, ?B)
[2026-03-17T17:55:10.140Z] GET http://localhost:5173/src/hooks/useAutoSave.ts → 200 (10ms, ?B)
[2026-03-17T17:55:10.142Z] GET http://localhost:5173/src/components/ui/input.tsx → 200 (9ms, ?B)
[2026-03-17T17:55:10.143Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/src/main/data/master-prompt-default.ts → 200 (8ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/templates/TemplateList.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/templates/TemplateBuilder.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/settings/BrandColorPicker.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/settings/FontUpload.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/settings/LogoPlacement.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/src/components/settings/BrandPreview.tsx → pending (?ms, ?B)
[2026-03-17T17:55:10.150Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@radix-ui_react-label.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.151Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/class-variance-authority.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.152Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@radix-ui_react-tabs.js?v=ac0becae → 200 (?ms, ?B)
